order_id,ma_don,ma_cua_hang,ngay,ten_khach,so_dien_thoai,thanh_tien,nhan_vien,ghi_chu
23712,HD00957,MM009,2025.03.18,Bùi Xuân Khoa,,34060000,Anh Tú,
23713,MM022-1017,MM022,09/08/2026,Do Hoai Cuong,0798722482,6490000,Chị Thu,Trả góp 0%
23714,MM009-0958,MM009,26-1-25,Phạm Đức Tâm,0373386965,2990000,Anh Tú,Trả góp 0%
23715,MM014-0962,MM014,24-4-26,Hồ Anh Quân,0324433043,7490000,Chị Vinh,Đã xuất hóa đơn VAT
23716,MM002-0978,MM002,29-5-26,Hồ Anh Quân,0324433043,18980000,,Đã xuất hóa đơn VAT
23717,HD01018,MM022,27/02/2025,Phạm Văn Hiếu,0938360628,3591000,Chị Cường,Trả góp 0%
23718,HD00986,MM023,12/11/2025,Phạm Văn Hiếu,0938360628,500000,Anh Đạt,
23719,MM014-0963,MM014,14/06/2025,Bùi Xuân Phúc,0348276528,750000,Anh Huy,Đã xuất hóa đơn VAT
23720,MM004-0972,MM004,,Duong Quang Trang,0780727364,7115500,Anh Yến,
23721,HD00945,MM012,2025.08.11,Huỳnh Hữu Hiếu,0349407582,6490000,Anh Khánh,
23722,HD00964,MM014,19-6-26,Vu Thi Mai,0790104764,7191000,Anh Trung,
23723,MM013-0973,MM013,10-1-25,Vũ Thị Mai,0790104764,19470000,Anh Thảo,
23724,HD00979,MM002,2025.11.05,Lý Ngọc Khoa,0834281636,18990000,Anh Huy,Đã xuất hóa đơn VAT
23725,MM023-0987,MM023,14/06/2026,TRẦN QUANG AN,0965 824 835,3315500,Anh Đạt,
23726,HD00973,MM004,04/05/2025,Trần Quang An,0965 824 835,18040500,,Trả góp 0%
23727,MM021-0953,MM021,20/07/2025,Phan Đức Trang,0967586082,4590000,Anh Trung,Khách hẹn lấy sau
23728,HD01073,MM019,2026.08.26,Phan Đức Trang,0967586082,4990000,Anh Thu,
23729,HD01078,MM001,26/02/2025,Bùi Anh Phong,84945647319,5690500,Chị Lan,Khách hẹn lấy sau
23730,MM021-0954,MM021,13-4-26,Bui Anh Phong,,58721500,Chị Thắng,
23731,MM012-0946,MM012,04/10/2025,Đặng Hoài Sơn,0949392551,250000,Anh Tú,
23732,MM003-0965,MM003,11-6-25,ĐẶNG ĐỨC TÚ,0383512116,31681000,Anh Linh,
23733,HD00961,MM020,22/05/2025,Đặng Đức Tú,0383512116,15980000,Chị Trang,
23734,HD00962,MM020,11/08/2025,Ngô Thị Lâm,0329556952,29361000,Chị Ngân,
23735,MM014-0965,MM014,20/11/2024,Đặng Hoài Mai,0707461841,46980000,Anh Nga,
23736,MM022-1019,MM022,02/03/2025,Võ Xuân Quân,0324624498,39781000,,
23737,MM013-0974,MM013,4-1-25,Phan Văn Quyên,0867291898,6980000,Anh Khoa,
23738,HD00966,MM014,28/12/2025,Phan Quang Sơn,0986101001,,Anh Tâm,Khách hẹn lấy sau
23739,MM014-0967,MM014,24/02/2026,Phan Quang Sơn,0986101001,3591000,Anh Thu,Đã xuất hóa đơn VAT
23740,MM008-0983,MM008,13-4-26,Ngô Gia Long,0708274007,2490000,Anh Linh,
23741,HD01079,MM001,24/07/2026,Dương Tuấn Trung,0833038798,11480000,Anh Ngân,Trả góp 0%
23742,MM007-0979,MM007,8-6-25,Dương Tuấn Trung,0833038798,18990000,Chị An,Khách hẹn lấy sau
23743,HD00985,MM015,19/04/2025,Nguyễn Tuấn Giang,0780835575,3141000,Anh Nga,Trả góp 0%
23744,HD00966,MM003,12/05/2026,Nguyễn Tuấn Giang,84780835575,34221000,Anh Trung,Trả góp 0%
23745,HD00970,MM005,28/08/2024,Dương Bảo Tú,84914380114,3490000,Chị Hiếu,
23746,HD01074,MM019,23/11/2024,Lý Kim Như,0823404218,7590500,Chị Quân,Đã xuất hóa đơn VAT
23747,MM008-0984,MM008,25-1-26,Đặng Quang Lan,0399509652,7990000,Anh Mỹ,Trả góp 0%
23748,MM019-1075,MM019,16/02/2025,Đặng Quang Lan,0399509652,1425000,Anh Ngân,
23749,HD00980,MM007,4-2-25,Duong Thanh Khanh,0855 275 712,22960000,Chị Đạt,Đã xuất hóa đơn VAT
23750,MM020-0963,MM020,03/10/2024,Dang Van Nhu,0374792299,11980000,Chị Mỹ,Trả góp 0%
23751,HD00947,MM012,28/07/2024,Đặng Văn Như,0374792299,21681000,Anh Duy,Khách hẹn lấy sau
23752,MM001-1080,MM001,17/09/2024,Đặng Văn Như,0374792299,7990000,Chị Lan,Khách hẹn lấy sau
23753,HD00971,MM005,12/06/2026,Duong Anh Linh,,26590500,Anh Yến,Khách hẹn lấy sau
23754,HD00948,MM012,21/07/2025,Dương Anh Linh,0932260390,1795500,Anh Hiếu,
23755,MM018-1030,MM018,5-6-26,Dương Anh Linh,84932260390,10.791.000đ,Anh Đạt,
23756,HD01009,MM017,22/09/2024,Dương Anh Linh,0932 260 390,11390500,Anh Lan,Đã xuất hóa đơn VAT
23757,HD00986,MM015,23/07/2026,Dương Gia Lâm,0377169362,14980000,Chị Mỹ,Trả góp 0%
23758,HD00988,MM023,05/01/2025,DƯƠNG GIA LÂM,0377169362,12480000,Anh Hiếu,
23759,HD00959,MM009,23/08/2025,Trần Kim Tuyết,0881448544,19440000,Chị Duy,Đã xuất hóa đơn VAT
23760,HD01031,MM018,2025.11.19,Trần Kim Tuyết,0881448544,18990000,Chị Lâm,Đã xuất hóa đơn VAT
23761,MM015-0987,MM015,17/10/2024,Lý Kim Oanh,84365283488,11691000,Anh Huy,Trả góp 0%
23762,MM018-1032,MM018,01/02/2026,Bùi Ngọc Trang,0367182890,13279500,Chị Hoa,Trả góp 0%
23763,MM008-0985,MM008,26/06/2026,Bùi Ngọc Trang,0367182890,23645500,Chị Linh,Trả góp 0%
23764,HD01005,MM011,14/03/2025,Bùi Ngọc Trang,0367182890,11390500,Anh Như,
23765,HD00968,MM014,18/06/2026,Bui Ngoc Trang,0367182890,450000,Anh Thu,Trả góp 0%
23766,MM001-1081,MM001,25/11/2024,Dang Tuan Trung,0907979101,21840500,Chị Cường,
23767,MM012-0949,MM012,2025.01.27,Phan Hữu Sơn,0355670860,35580500,Chị Vinh,Đã xuất hóa đơn VAT
23768,MM005-0972,MM005,2025.07.10,Dương Ngọc Lan,0388137432,34781000,Chị Giang,
23769,HD00964,MM020,01/12/2024,Đỗ Đức Mai,0843268732,37980000,Chị Huy,
23770,HD00980,MM002,28/10/2025,Phạm Gia Hiếu,0375743952,6490000,Anh Bình,
23771,MM003-0967,MM003,18-7-24,Pham Anh Phong,0373129893,27990000,Chị Thu,Trả góp 0%
23772,HD00986,MM008,09/08/2026,Vũ Minh Mỹ,0972315851,5990000,Anh Mai,Đã xuất hóa đơn VAT
23773,HD00950,MM012,19/10/2025,Vũ Minh Mỹ,0972315851,4590000,Chị Duy,
23774,HD00960,MM009,14/08/2026,Vũ Minh Mỹ,0972315851,9490000,Anh Trung,
23775,HD01020,MM022,13/06/2025,Võ Quang Quân,84816866395,36990000,Chị Yến,
23776,HD00981,MM007,2026.06.05,Nguyễn Thanh Lâm,0900341059,21840500,Anh Vy,Đã xuất hóa đơn VAT
23777,HD01021,MM022,07/05/2026,Bùi Hữu Tuyết,0821851232,9990000,Chị Lâm,Đã xuất hóa đơn VAT
23778,MM012-0951,MM012,17/11/2024,Bùi Hữu Tuyết,0821851232,30580500,Chị Vy,
23779,HD00989,MM023,10/02/2026,Võ Hữu Thắng,84881085313,18040500,,
23780,HD00965,MM020,21/07/2025,Võ Hữu Thắng,0881085313,8789000,Chị Nam,
23781,HD00973,MM005,26/03/2025,Võ Hữu Thắng,0881085313,22480000,Anh Khoa,Khách hẹn lấy sau
23782,HD00990,MM023,18-2-25,Võ Hữu Thắng,0881085313,7990000,Anh Huy,
23783,MM001-1082,MM001,04/03/2026,Phạm Quang Hiếu,0962519393,3990000,Anh Yến,Khách hẹn lấy sau
23784,HD01000,MM024,23-11-24,Nguyễn Quang Quân,0933151967,28281500,Chị Giang,Khách hẹn lấy sau
23785,HD01076,MM019,24-4-26,Phan Gia Mai,0972936439,22990000,Anh Long,Khách hẹn lấy sau
23786,MM013-0975,MM013,2024.10.05,Phan Gia Mai,0972936439,18990000,Anh Đạt,
23787,HD00974,MM004,2026.02.24,Võ Ngọc Duy,0947367259,,Chị Duy,Đã xuất hóa đơn VAT
23788,MM004-0975,MM004,05/06/2026,Võ Ngọc Duy,0947367259,7730500,Anh Nga,Đã xuất hóa đơn VAT
23789,HD01010,MM017,27-12-24,Đỗ Quang Bình,0324634753,5980000,Anh Giang,
23790,HD00976,MM004,10/07/2024,Phan Thanh Trang,84913217265,10791000,Anh Yến,
23791,HD00952,MM012,16-11-24,Ngô Thị Trung,0368712653,35140500,Chị Hải,
23792,MM014-0969,MM014,30-11-25,Phan Tuấn Phúc,0370504200,11.685.000đ,Anh Đạt,
23793,MM018-1033,MM018,18/12/2025,Ngô Thị Mỹ,0374784287,4590000,Anh Mai,
23794,HD00977,MM004,2024.11.17,NGÔ ĐỨC THU,0335621639,3315500,Chị An,
23795,MM021-0955,MM021,18-2-25,Huỳnh Tuấn Giang,0858279841,190000,Chị Vinh,Khách hẹn lấy sau
23796,MM004-0978,MM004,25/01/2026,Hồ Xuân Hải,0335463631,22781000,Chị Duy,Đã xuất hóa đơn VAT
23797,HD01077,MM019,16/02/2026,Võ Xuân Như,0968870103,6490000,Chị Vy,
23798,MM010-0994,MM010,07/08/2024,Dương Quang Đạt,0817077299,37980000,Anh Yến,
23799,HD00968,MM003,25/09/2025,Dương Anh Hà,0832020812,1890000,Chị Hiếu,Đã xuất hóa đơn VAT
23800,HD01083,MM001,19/05/2026,Ngô Minh Duy,0942266041,190000,Chị Linh,Đã xuất hóa đơn VAT
23801,HD00997,MM006,3-11-25,Dương Ngọc Thảo,0389044332,20271000,Chị Duy,
23802,MM009-0961,MM009,14/05/2026,Bùi Hoài Hiếu,0765374847,114000,Chị Yến,
23803,HD01034,MM018,2025.11.16,Trần Hoài Nam,0883262543,8541000,Chị Nam,Trả góp 0%
23804,HD01011,MM017,10/08/2026,Trần Hoài Nam,0883262543,2840500,Chị Đạt,
23805,HD00995,MM010,10-9-25,Lê Văn Nam,0914337051,9990000,Anh Khoa,
23806,HD00970,MM014,7-12-24,Ngo Bao Nam,0817318727,10431000,Anh Phương,
23807,HD00981,MM002,30-7-26,Dương Xuân Vinh,84832470557,51470000,Anh Phong,
23808,HD00988,MM015,9-12-24,Lê Minh Vinh,0839747171,6490000,Chị Giang,
23809,HD01012,MM017,12-6-26,Huỳnh Hữu Tâm,0780 918 997,,Chị Duy,Đã xuất hóa đơn VAT
23810,MM002-0982,MM002,20/09/2025,Huỳnh Hữu Tâm,0780918997,250000,Chị Mỹ,
23811,HD00979,MM004,6-5-25,Trần Quang Giang,0360481929,9490000,Anh Tú,
23812,MM002-0983,MM002,9-7-24,Huỳnh Kim Khánh,,4590000,Anh Nga,
23813,MM001-1084,MM001,2024.10.29,Huynh Kim Khanh,,36990000,Anh Hoa,
23814,HD00971,MM014,2024.12.04,Huỳnh Kim Khánh,0708631190,250000,Anh Đạt,Khách hẹn lấy sau
23815,MM004-0980,MM004,05/05/2025,Huỳnh Kim Khánh,84708631190,475000,Chị Duy,
23816,HD00976,MM013,04/05/2026,Hoàng Anh Lâm,0708147745,4131000,Chị Mỹ,
23817,MM001-1085,MM001,26-6-25,Ngô Quang Tâm,84332022850,1890000,Anh Khoa,Khách hẹn lấy sau
23818,MM020-0966,MM020,31-10-24,Phạm Quang Quyên,84837696322,27990000,Chị Duy,Đã xuất hóa đơn VAT
23819,HD00977,MM013,12/10/2025,Võ Thanh Thảo,0858 887 226,5990000,Chị Thắng,Khách hẹn lấy sau
23820,HD01078,MM019,18/07/2024,VÕ THANH THẢO,0858887226,55960000,Anh Giang,Khách hẹn lấy sau
23821,MM020-0967,MM020,07/04/2026,Bùi Thị Huy,0917472552,18990000,Anh Khoa,
23822,HD00984,MM002,20/09/2025,Phan Văn Tuyết,0766168158,1795500,Anh Yến,
23823,MM016-0963,MM016,12-8-25,Lý Thị Thắng,0975 399 552,,Anh Ngân,Trả góp 0%
23824,MM001-1086,MM001,10-7-24,Phạm Quang Mai,0933855858,31.480.000đ,Anh Đạt,
23825,HD00987,MM008,10/09/2025,Bùi Hoài Như,84912906349,3315500,Chị Hà,
23826,HD00989,MM015,2024.09.23,Đỗ Minh Lâm,0988063842,28480000,Chị Sơn,Đã xuất hóa đơn VAT
23827,HD00991,MM023,15/02/2025,Đỗ Minh Lâm,,5110000,Chị Linh,
23828,HD00996,MM010,31/03/2026,Đỗ Minh Lâm,0988063842,12505500,Chị Thu,Trả góp 0%
23829,HD01035,MM018,07/04/2025,Võ Bảo Nga,,4590000,Chị Lâm,Trả góp 0%
23830,MM010-0997,MM010,27/01/2026,Ngo Xuan Ngan,0816023884,405000,,Trả góp 0%
23831,HD00982,MM007,24/09/2025,Phạm Tuấn Trung,0366 091 561,3990000,Anh Lan,Trả góp 0%
23832,MM013-0978,MM013,09/06/2026,Pham Tuan Trung,0366091561,2990000,Anh Huy,
23833,HD01013,MM017,2026.04.02,Phạm Hoài Trung,0709 589 885,3790500,Chị Quân,
23834,HD01079,MM019,11-12-25,Ngô Minh Quân,0888058209,7990000,Anh Yến,
23835,HD00974,MM005,01/12/2025,Ngô Minh Quân,0888058209,20387000,Anh Bình,
23836,MM024-1001,MM024,27/09/2025,Huỳnh Văn Vinh,0391051590,4990000,Chị Vy,Trả góp 0%
23837,HD00983,MM007,15-11-25,Đỗ Hữu Nhung,0907500701,11990000,,Trả góp 0%
23838,MM015-0990,MM015,15-11-25,Huỳnh Hữu Duy,0353350067,6490000,Chị Nam,Trả góp 0%
23839,HD00972,MM014,23/09/2025,Huynh Huu Duy,0353350067,10791000,Chị Long,Khách hẹn lấy sau
23840,HD00984,MM007,29/10/2024,Lý Minh Bình,0936168789,500000,Anh Hiếu,Khách hẹn lấy sau
23841,HD00985,MM007,24/05/2026,Lê Quang Phong,0838203691,36990000,Chị Hải,
23842,HD01014,MM017,2024.11.21,Lê Quang Phong,0838203691,4990000,Chị Linh,
23843,HD00986,MM007,21/12/2024,Lê Quang Phong,0838203691,320000,Anh Tú,
23844,HD00991,MM015,28/04/2025,Lê Quang Phong,0838203691,7990000,Anh Phong,
23845,MM007-0987,MM007,29/07/2025,Đỗ Đức Mỹ,0813924330,26662000,Anh Lâm,Khách hẹn lấy sau
23846,HD00964,MM016,13/10/2024,Vu Van Ha,0866660568,10791000,Anh Đạt,Trả góp 0%
23847,HD01015,MM017,27/08/2025,Vũ Văn Hà,0866660568,19930500,Chị Quân,Khách hẹn lấy sau
23848,HD00988,MM008,2026.04.06,Bùi Gia Bình,0824139348,10791000,Chị Linh,Trả góp 0%
23849,MM016-0965,MM016,19-12-24,Phan Gia Hà,0968064195,17091000,Anh Duy,
23850,MM015-0992,MM015,2025.01.17,Nguyen Duc Ha,84949021267,3310000,Chị Vy,
23851,HD00989,MM008,27-9-24,Phan Hoài Yến,84861317817,9490000,Anh Huy,Trả góp 0%
23852,MM009-0962,MM009,23-2-25,Phan Hoài Yến,0861 317 817,24920500,Chị Hải,Đã xuất hóa đơn VAT
23853,MM004-0981,MM004,04/07/2026,Hoàng Gia Cường,0772635480,5690000,Chị Mỹ,Đã xuất hóa đơn VAT
23854,HD00969,MM003,10/11/2024,Đặng Đức Khánh,84354102737,7990000,Anh Huy,Đã xuất hóa đơn VAT
23855,MM005-0975,MM005,01/02/2025,Trần Đức An,0356066347,5990000,Chị Duy,Đã xuất hóa đơn VAT
23856,HD00982,MM004,30/04/2025,Bùi Hữu Thu,0889149077,2691000,Anh Long,Khách hẹn lấy sau
23857,HD00983,MM004,29/08/2026,Dương Văn Hạnh,0969465919,7191000,Chị Hải,Trả góp 0%
23858,HD00956,MM021,2024.10.03,Đỗ Thanh Mai,0977551275,10671000,Anh Bình,
23859,HD01022,MM022,2025.03.03,Ngô Bảo Như,0707546251,47268000,Chị Vy,Trả góp 0%
23860,MM023-0992,MM023,7-8-25,Huynh Duc Quan,0392382959,3490000,Anh Hiếu,Trả góp 0%
23861,MM002-0985,MM002,20/04/2026,Vu Kim Phuc,0982831067,63470000,Anh Yến,
23862,HD01016,MM017,08/08/2025,Lê Đức Thu,84848532316,15980000,,
23863,HD00990,MM008,12/06/2025,Ngo Thanh Mai,0866671141,7581000,Anh Trung,Khách hẹn lấy sau
23864,MM006-0998,MM006,30/11/2025,Ho Thi Yen,0798335526,450000,,
23865,HD01006,MM011,20/04/2025,Hoàng Hoài Dung,0906 791 065,9490000,Anh Khoa,
23866,HD00979,MM013,2024.10.02,Bui Duc Dat,0768207327,36781000,Anh Thu,Khách hẹn lấy sau
23867,MM013-0980,MM013,08/06/2025,Hoàng Xuân Giang,0829019241,3990000,Chị Yến,Trả góp 0%
23868,HD00993,MM015,22/02/2026,Lê Hoài Mai,84374379539,26805500,Anh Giang,Đã xuất hóa đơn VAT
23869,HD00973,MM014,28/08/2026,Le Hoai Mai,0374379539,11990000,Chị Cường,
23870,MM018-1036,MM018,2026.01.24,Lê Hoài Mai,0374 379 539,9490500,,Trả góp 0%
23871,HD00984,MM004,22-6-25,Lê Ngọc Oanh,0813844856,10260000,Chị Trang,Trả góp 0%
23872,MM002-0986,MM002,2025.05.12,Hoàng Hữu Trung,0783604562,7990000,Chị Thu,
23873,HD01037,MM018,19/03/2026,Hoàng Hữu Trung,0783604562,2990000,Chị Huy,
23874,MM006-0999,MM006,01/11/2025,Hoàng Văn Phong,0826361536,12830000,Anh Vy,Khách hẹn lấy sau
23875,HD00998,MM010,21/10/2024,HOÀNG VĂN PHONG,0826361536,22570500,Chị Hiếu,
23876,MM001-1087,MM001,01/10/2024,Bùi Bảo Oanh,0772935355,4491000,Anh Trung,Đã xuất hóa đơn VAT
23877,MM003-0970,MM003,07/10/2025,Lý Gia Quân,0772385258,7840500,Anh Bình,Trả góp 0%
23878,HD01080,MM019,21/08/2025,Ly Gia Quan,0772385258,19098000,Chị Hiếu,
23879,MM023-0993,MM023,30/01/2026,Lý Tuấn Long,0377694316,750000,Chị Trang,
23880,MM012-0953,MM012,2024.08.19,Đặng Hoài Vinh,0781180185,21061000,Anh Phong,
23881,HD00976,MM005,17/12/2025,Nguyễn Gia Hải,0968918900,18990000,Anh Bình,
23882,MM010-0999,MM010,29/08/2026,Nguyen Gia Hai,0968918900,26581000,Chị Huy,
23883,HD01000,MM006,18-6-26,Bùi Ngọc Nam,0847626198,25960000,Anh Lan,Trả góp 0%
23884,HD00991,MM008,12-1-25,Bùi Ngọc Nam,0847626198,35140500,Chị Huy,Trả góp 0%
23885,HD01002,MM024,2026.05.27,VÕ ANH VY,0987426239,9490000,Chị Sơn,Đã xuất hóa đơn VAT
23886,MM010-1000,MM010,01/04/2025,Vu Duc Nhu,0970937678,450000,Anh Nga,Trả góp 0%
23887,MM010-1001,MM010,20/10/2025,Do Hoai Mai,0397 205 032,3490000,Anh Vy,Trả góp 0%
23888,HD01017,MM017,23-9-25,LÝ QUANG NHƯ,0329597947,5990000,Chị Ngân,
23889,HD00974,MM014,3-5-26,Nguyễn Văn Hà,0839834020,7590500,Anh Nga,
23890,HD00971,MM003,28/12/2024,Huỳnh Hữu Thu,0941877336,380000,Anh Huy,Đã xuất hóa đơn VAT
23891,HD01018,MM017,24-3-25,Hoàng Anh Thắng,0978448101,23730500,Chị Duy,Trả góp 0%
23892,MM021-0957,MM021,2025.07.01,HOÀNG ANH THẮNG,0978448101,2241000,Chị Yến,Trả góp 0%
23893,HD01038,MM018,24/09/2024,Bùi Anh Giang,,49321000,Chị Cường,
23894,MM011-1007,MM011,16/04/2026,Võ Minh Hà,,2691000,Chị An,
23895,HD00988,MM007,13/04/2025,Huynh Minh Quyen,0979891205,27990000,Chị Sơn,
23896,HD01008,MM011,23/02/2025,VÕ THANH PHƯƠNG,0703651012,12111000,Chị Hiếu,Trả góp 0%
23897,HD00992,MM008,16/04/2026,Võ Thanh Phương,0703651012,7990000,Anh Nga,
23898,MM014-0975,MM014,2024.09.02,Đặng Ngọc Mai,0912091830,750000,Chị Huy,
23899,HD01081,MM019,30/09/2025,Phan Ngoc Tu,0771 855 170,14971000,Anh Khoa,Đã xuất hóa đơn VAT
23900,MM022-1023,MM022,25/04/2025,Phan Ngọc Tú,0771855170,27990000,Anh Hiếu,
23901,MM021-0958,MM021,04/07/2026,Đặng Kim Bình,0989415857,56970000,Chị Ngân,Đã xuất hóa đơn VAT
23902,HD00989,MM007,09/11/2024,Tran Thi Dat,0832 418 902,9015500,Chị Ngân,
23903,HD01088,MM001,2026.02.15,Huỳnh Tuấn Nhung,0323266528,3315500,Chị Oanh,
23904,MM018-1039,MM018,07/04/2026,Bùi Thanh Quân,0396560953,8541000,Chị Mỹ,
23905,MM021-0959,MM021,19/01/2025,Ngô Anh Cường,0848 435 763,18995500,Chị Vy,Khách hẹn lấy sau
23906,HD00963,MM009,11/05/2025,Võ Hoài Quyên,0343879843,9015500,Chị Ngân,
23907,HD01002,MM010,01/11/2025,Võ Hoài Quyên,0343 879 843,2990000,Chị Đạt,
23908,MM009-0964,MM009,22/11/2024,Võ Hoài Quyên,0343879843,9970000,Anh Trung,
23909,MM009-0965,MM009,7-2-26,Võ Hoài Quyên,0343879843,25289000,Anh Duy,
23910,HD00994,MM015,27/03/2026,Hoàng Minh Hải,0701646836,19227500,Chị Vy,
23911,HD00993,MM008,2026.06.02,Hoàng Minh Hải,,39880500,Anh Mai,
23912,MM017-1019,MM017,2025.06.05,Phan Đức Khánh,0331 167 960,21146500,Anh Vy,Đã xuất hóa đơn VAT
23913,HD01082,MM019,16-2-25,Phạm Xuân Khoa,84364795748,250000,Anh Trung,
23914,HD01040,MM018,11-4-25,Đặng Quang Tú,0364225435,4740500,Anh Huy,
23915,MM014-0976,MM014,2-8-24,Dang Quang Tu,84364225435,73001500,Chị Giang,
23916,HD01083,MM019,7-12-24,Dang Quang Tu,0364225435,18990000,Anh Lâm,
23917,HD00972,MM003,2024.07.31,Lý Văn Mỹ,0817199393,9490000,Chị Duy,Trả góp 0%
23918,HD01084,MM019,26-11-25,Dang Anh Thang,84890661903,36990000,Chị Hải,
23919,HD00973,MM003,2025.08.13,Dang Anh Thang,0890661903,8113950,Anh Yến,
23920,HD01009,MM011,25-5-25,Hoàng Tuấn Hải,84977492307,18126450,Chị Duy,Khách hẹn lấy sau
23921,MM024-1003,MM024,23/05/2025,Pham Gia Tam,0900919697,7910500,,
23922,MM020-0968,MM020,2026.03.13,Phạm Gia Tâm,,750000,Anh Hoa,Đã xuất hóa đơn VAT
23923,HD00966,MM016,6-6-26,Võ Hoài Phong,0988496508,11970000,Chị Mỹ,
23924,MM011-1010,MM011,06/05/2025,Võ Hoài Phong,0988496508,7990000,Chị Sơn,Đã xuất hóa đơn VAT
23925,HD01020,MM017,16-6-26,Ngô Thanh Long,0370106719,35011000,Chị Giang,
23926,HD00987,MM002,05/10/2025,Ngô Thanh Lâm,0889667016,2840500,Anh Quyên,
23927,HD00977,MM014,29/07/2024,Ngo Thanh Lam,0889667016,31970000,Chị Lâm,Trả góp 0%
23928,HD00995,MM015,25/09/2024,Đỗ Kim Khánh,0912078080,53572000,Chị Linh,
23929,HD01003,MM010,29-3-25,Pham Gia Nam,,590000,Chị Thu,Đã xuất hóa đơn VAT
23930,MM010-1004,MM010,8-3-25,Hoàng Hữu Quyên,0905732057,5382000,Anh Long,
23931,HD00990,MM007,08/02/2026,Hồ Ngọc Mỹ,0858 667 919,2490000,Chị Yến,
23932,HD01005,MM010,26/09/2024,Pham Thanh Yen,84353797025,2840500,Anh Khoa,Trả góp 0%
23933,MM002-0988,MM002,06/09/2025,Vũ Đức Trang,0782078111,7490000,Anh Đạt,
23934,MM010-1006,MM010,01/01/2026,Do Gia Trang,0374777402,2241000,Chị Cường,
23935,HD01011,MM011,21/07/2025,Bùi Kim Khoa,84888181739,250000,Chị Hải,
23936,MM024-1004,MM024,24/08/2024,Bùi Kim Khoa,0888181739,6490000,Chị Hoa,
23937,HD00994,MM023,14/05/2026,Bui Kim Khoa,0888181739,54285500,Anh Trung,
23938,MM023-0995,MM023,,Phạm Hoài Thu,0938968413,5690500,Anh Vy,
23939,HD00967,MM016,11/08/2024,Phạm Hoài Thu,0938968413,2490000,Chị Thu,Khách hẹn lấy sau
23940,MM009-0966,MM009,27/05/2025,Phạm Hoài Thu,,,Anh Long,Khách hẹn lấy sau
23941,MM021-0960,MM021,10/04/2026,Le Van Dat,0701047683,9490500,Anh Trung,Đã xuất hóa đơn VAT
23942,HD00954,MM012,17/02/2025,Hồ Gia Hoa,84908197660,108000,Chị Ngân,Trả góp 0%
23943,HD01001,MM006,15/08/2026,Hồ Gia Hoa,0908197660,2990000,Chị Vy,Khách hẹn lấy sau
23944,MM004-0985,MM004,15/08/2026,Vũ Bảo Phong,0814809861,7940000,Chị Cường,
23945,MM023-0996,MM023,11/03/2025,Đặng Bảo Trung,0944187372,79970000,Chị Linh,
23946,HD01007,MM010,09/01/2026,Đặng Bảo Trung,0944187372,250000,Chị Vinh,
23947,MM011-1012,MM011,15/09/2024,Dang Bao Trung,,15781000,Chị Giang,Khách hẹn lấy sau
23948,HD01041,MM018,24/07/2024,Lê Thị Trung,0359980175,23256500,Anh Đạt,
23949,HD01005,MM024,1-6-26,HUỲNH KIM LÂM,,9015500,Chị Quân,Khách hẹn lấy sau
23950,HD00969,MM020,16/11/2024,Trần Hoài Vinh,0325104836,2840500,Chị Sơn,
23951,MM020-0970,MM020,03/03/2026,Trần Hoài Vinh,0325104836,9015500,Anh Lan,
23952,HD01013,MM011,07/10/2025,Trần Hoài Vinh,,6490000,Chị Quân,
23953,MM016-0968,MM016,16/10/2025,Tran Hoai Vinh,0325104836,18980000,Chị Duy,
23954,MM010-1008,MM010,01/07/2025,Đặng Quang Lâm,0844122914,750000,Anh Hiếu,Trả góp 0%
23955,MM015-0996,MM015,04/11/2024,Đặng Quang Lâm,0844122914,7990000,Anh Mỹ,
23956,HD00997,MM015,31-10-24,Huỳnh Anh Linh,0939326282,6670500,Anh Tú,
23957,MM020-0971,MM020,11-10-24,Huỳnh Anh Linh,0939326282,320000,Anh Thu,Khách hẹn lấy sau
23958,HD00998,MM015,8-9-24,Huỳnh Anh Linh,0939326282,750000,Anh Huy,Khách hẹn lấy sau
23959,MM020-0972,MM020,2024.12.20,Hoàng Bảo Linh,84979079096,8861000,Anh Tú,
23960,HD00974,MM003,16/08/2026,Nguyễn Gia Tú,0392751475,26590500,Anh Hiếu,Trả góp 0%
23961,HD00978,MM014,13-3-26,Hoàng Ngọc Nhung,0846787524,12330500,Chị Vy,Trả góp 0%
23962,MM023-0997,MM023,4-2-26,Võ Tuấn Phong,0785 343 551,304000,Chị Duy,
23963,HD00955,MM012,18/08/2024,Võ Tuấn Phong,0785343551,40830500,Chị Mỹ,
23964,HD00973,MM020,27/12/2025,Hồ Thị Thu,0885893997,12340500,Chị An,Khách hẹn lấy sau
23965,MM010-1009,MM010,20/06/2026,Ngô Thị Huy,0791280920,18040500,Anh Phong,Đã xuất hóa đơn VAT
23966,MM022-1024,MM022,06/02/2025,Ngô Tuấn Trang,0833112990,6490000,Anh Tú,Đã xuất hóa đơn VAT
23967,MM008-0994,MM008,05/09/2024,Vũ Quang Quân,84826346484,114000,Chị Lâm,Khách hẹn lấy sau
23968,HD00979,MM014,17/10/2024,Tran Duc Nhu,0894093578,59652000,Anh Bình,
23969,HD00986,MM004,26-5-25,Trần Đức Như,0894093578,2490000,Anh Lan,Trả góp 0%
23970,HD01006,MM024,21-10-24,Nguyễn Thị Quân,0762034312,8104000,Chị Quân,Trả góp 0%
